order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2016-118052,5/6/2016,BE-11455,Home Office,Furniture,Furnishings,54.712,7,11.6263
US-2017-117534,3/25/2017,CV-12295,Consumer,Office Supplies,Appliances,176.04,4,45.7704
US-2017-117534,3/25/2017,CV-12295,Consumer,Office Supplies,Art,16.02,9,4.4856
US-2017-117534,3/25/2017,CV-12295,Consumer,Office Supplies,Binders,185.92,4,62.748
US-2017-117534,3/25/2017,CV-12295,Consumer,Technology,Phones,211.168,4,15.8376
US-2017-117534,3/25/2017,CV-12295,Consumer,Technology,Copiers,479.984,2,59.998
CA-2015-145065,12/12/2015,DK-13375,Consumer,Office Supplies,Fasteners,7.86,2,3.6156
CA-2015-145065,12/12/2015,DK-13375,Consumer,Office Supplies,Binders,24.448,2,8.8624
US-2015-127040,12/6/2015,SG-20605,Consumer,Office Supplies,Paper,6.48,1,3.1104
US-2015-127040,12/6/2015,SG-20605,Consumer,Office Supplies,Paper,41.86,7,20.5114
US-2015-127040,12/6/2015,SG-20605,Consumer,Technology,Accessories,1619.91,9,97.1946
US-2015-127040,12/6/2015,SG-20605,Consumer,Furniture,Furnishings,113.92,4,42.1504
CA-2016-128111,3/17/2016,CS-12355,Consumer,Office Supplies,Art,39.68,2,10.3168
CA-2015-137897,11/14/2015,PJ-18835,Corporate,Technology,Accessories,37.6,2,2.256
CA-2015-137897,11/14/2015,PJ-18835,Corporate,Technology,Accessories,59.9,2,23.96
CA-2015-137897,11/14/2015,PJ-18835,Corporate,Office Supplies,Paper,37,5,16.65
CA-2017-169264,8/14/2017,NP-18700,Consumer,Office Supplies,Labels,5.76,2,2.8224
CA-2017-169264,8/14/2017,NP-18700,Consumer,Office Supplies,Art,16.68,6,4.3368
CA-2017-147361,9/9/2017,SB-20290,Corporate,Office Supplies,Storage,628.81,7,12.5762
CA-2017-147361,9/9/2017,SB-20290,Corporate,Office Supplies,Storage,56.45,5,14.677
CA-2017-145877,4/1/2017,AS-10090,Consumer,Office Supplies,Storage,94.2,6,23.55
CA-2017-145877,4/1/2017,AS-10090,Consumer,Office Supplies,Envelopes,28.4,5,13.348
US-2016-110170,9/27/2016,HM-14860,Corporate,Furniture,Bookcases,956.6648,7,-225.0976
CA-2017-108574,10/7/2017,MG-18145,Consumer,Technology,Accessories,1115.91,9,200.8638
CA-2017-108574,10/7/2017,MG-18145,Consumer,Technology,Phones,128.744,7,-28.9674
CA-2017-108574,10/7/2017,MG-18145,Consumer,Technology,Phones,79.92,10,26.973
CA-2017-144589,1/20/2017,TM-21010,Consumer,Office Supplies,Art,24.2,5,7.986
CA-2017-144589,1/20/2017,TM-21010,Consumer,Technology,Phones,359.976,3,130.4913
CA-2017-155985,3/23/2017,BE-11335,Home Office,Furniture,Furnishings,211.84,8,76.2624
CA-2014-162684,8/1/2014,AS-10630,Home Office,Office Supplies,Fasteners,5.68,2,1.917
CA-2015-142041,6/7/2015,EM-13810,Corporate,Office Supplies,Binders,7.52,5,2.632
CA-2014-151295,11/12/2014,JA-15970,Consumer,Office Supplies,Paper,11.96,2,5.8604
CA-2014-151295,11/12/2014,JA-15970,Consumer,Furniture,Tables,629.064,3,31.4532
CA-2016-156300,12/29/2016,TB-21595,Consumer,Furniture,Chairs,754.45,5,60.356
CA-2015-146087,7/6/2015,PP-18955,Home Office,Furniture,Bookcases,301.96,2,60.392
CA-2017-168655,10/12/2017,ML-18040,Corporate,Technology,Accessories,595,5,95.2
CA-2017-168655,10/12/2017,ML-18040,Corporate,Office Supplies,Binders,79.872,3,29.952
CA-2016-107202,5/21/2016,LC-16930,Corporate,Technology,Machines,2396.4,10,179.73
CA-2017-159597,11/9/2017,MC-17590,Corporate,Office Supplies,Storage,63.56,2,3.178
CA-2017-159597,11/9/2017,MC-17590,Corporate,Technology,Accessories,99.99,1,43.9956
CA-2016-155551,4/18/2016,CR-12580,Home Office,Office Supplies,Storage,230.376,3,-48.9549
CA-2016-155551,4/18/2016,CR-12580,Home Office,Office Supplies,Paper,9.664,2,3.2616
US-2017-147669,12/25/2017,SV-20935,Consumer,Technology,Accessories,158.928,7,41.7186
US-2017-147669,12/25/2017,SV-20935,Consumer,Office Supplies,Binders,13.023,1,-10.4184
US-2017-147669,12/25/2017,SV-20935,Consumer,Furniture,Tables,273.06,2,-104.673
US-2017-147669,12/25/2017,SV-20935,Consumer,Office Supplies,Fasteners,39.312,13,12.7764
CA-2016-169922,6/11/2016,MZ-17515,Corporate,Office Supplies,Binders,1.344,4,-2.1504
CA-2016-169922,6/11/2016,MZ-17515,Corporate,Office Supplies,Binders,8.272,4,-13.6488
CA-2016-169922,6/11/2016,MZ-17515,Corporate,Furniture,Furnishings,12.544,7,-9.0944
CA-2017-100748,5/13/2017,RB-19795,Home Office,Office Supplies,Labels,58.48,8,27.4856
CA-2017-129805,12/28/2017,HM-14860,Corporate,Furniture,Furnishings,7.4,2,3.034
CA-2014-148586,3/25/2014,AZ-10750,Consumer,Furniture,Chairs,366.786,7,65.2064
US-2017-112613,5/28/2017,JH-15910,Consumer,Technology,Phones,54.368,4,4.0776
CA-2015-154746,11/14/2015,PJ-18835,Corporate,Office Supplies,Envelopes,33.96,2,16.98
CA-2015-154746,11/14/2015,PJ-18835,Corporate,Office Supplies,Appliances,826.11,3,322.1829
CA-2017-140053,7/3/2017,CA-12265,Consumer,Furniture,Furnishings,545.85,9,114.6285
CA-2014-164210,11/18/2014,PW-19240,Consumer,Furniture,Tables,145.98,2,-99.2664
CA-2014-164210,11/18/2014,PW-19240,Consumer,Office Supplies,Paper,35.808,4,12.5328
CA-2017-139948,7/17/2017,SW-20455,Consumer,Furniture,Furnishings,7.904,2,2.1736
CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Phones,345,5,86.25
CA-2016-146934,5/22/2016,AF-10870,Consumer,Furniture,Tables,174.286,2,-19.9184
CA-2016-146934,5/22/2016,AF-10870,Consumer,Office Supplies,Appliances,662.84,4,172.3384
CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Accessories,95.1,5,30.432
CA-2016-146934,5/22/2016,AF-10870,Consumer,Office Supplies,Envelopes,26.88,6,12.9024
CA-2016-146934,5/22/2016,AF-10870,Consumer,Technology,Phones,257.98,2,74.8142
CA-2015-100573,9/25/2015,AM-10705,Consumer,Office Supplies,Envelopes,17.48,2,8.2156
CA-2016-119165,10/31/2016,BD-11320,Consumer,Furniture,Chairs,492.835,5,-14.081
CA-2015-128027,9/14/2015,CM-12385,Consumer,Office Supplies,Storage,269.49,3,5.3898
CA-2016-140207,11/5/2016,CS-12400,Home Office,Office Supplies,Binders,29.12,5,9.828
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Labels,18.75,5,9
CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Phones,119.7,6,31.122
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Binders,9.144,3,3.0861
CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Accessories,57.06,3,18.2592
CA-2017-140949,3/17/2017,DB-13405,Consumer,Technology,Accessories,71.6,8,13.604
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Storage,107.44,8,27.9344
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Labels,7.31,1,3.4357
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Art,59.1,6,22.458
CA-2017-140949,3/17/2017,DB-13405,Consumer,Office Supplies,Storage,46.53,3,12.0978
CA-2017-138548,8/15/2017,JG-15160,Consumer,Office Supplies,Appliances,97.84,2,25.4384
CA-2015-142419,7/11/2015,SC-20380,Consumer,Office Supplies,Paper,29.97,3,13.4865
CA-2015-142419,7/11/2015,SC-20380,Consumer,Office Supplies,Binders,98.352,3,34.4232
CA-2017-148691,12/3/2017,CS-12460,Consumer,Office Supplies,Binders,83.92,5,29.372
CA-2017-148691,12/3/2017,CS-12460,Consumer,Office Supplies,Binders,14.624,2,5.1184
CA-2017-148691,12/3/2017,CS-12460,Consumer,Technology,Phones,136.99,1,36.9873
CA-2017-148691,12/3/2017,CS-12460,Consumer,Office Supplies,Labels,3.15,1,1.512
CA-2017-128755,5/4/2017,MK-18160,Consumer,Office Supplies,Paper,9.11,1,4.0995
CA-2017-128755,5/4/2017,MK-18160,Consumer,Office Supplies,Storage,571.44,4,165.7176
CA-2017-128755,5/4/2017,MK-18160,Consumer,Office Supplies,Paper,32.4,5,15.552
CA-2017-128755,5/4/2017,MK-18160,Consumer,Office Supplies,Storage,16.91,1,4.5657
US-2016-135923,1/22/2016,CM-11935,Consumer,Furniture,Furnishings,14.272,8,4.2816
US-2016-135923,1/22/2016,CM-11935,Consumer,Furniture,Bookcases,451.136,4,-67.6704
US-2016-135923,1/22/2016,CM-11935,Consumer,Office Supplies,Appliances,64.864,4,6.4864
CA-2016-114972,11/3/2016,PF-19225,Consumer,Furniture,Chairs,217.584,2,-29.9178
CA-2016-114972,11/3/2016,PF-19225,Consumer,Technology,Accessories,82.95,5,29.0325
CA-2016-114972,11/3/2016,PF-19225,Consumer,Office Supplies,Labels,87.71,7,41.2237
CA-2016-114972,11/3/2016,PF-19225,Consumer,Office Supplies,Appliances,1101.48,4,429.5772
CA-2017-102750,9/4/2017,GM-14695,Corporate,Furniture,Tables,1322.352,3,-99.1764
CA-2014-145212,9/13/2014,DC-12850,Consumer,Office Supplies,Art,5.46,3,1.4742
CA-2017-141992,6/19/2017,FO-14305,Consumer,Office Supplies,Supplies,11.184,1,0.8388
CA-2017-141992,6/19/2017,FO-14305,Consumer,Office Supplies,Storage,153.584,2,-32.6366
CA-2017-147956,12/24/2017,AH-10210,Consumer,Office Supplies,Storage,1003.62,6,0
CA-2017-126067,8/28/2017,KN-16705,Home Office,Technology,Phones,35.168,4,11.4296
CA-2017-126067,8/28/2017,KN-16705,Home Office,Furniture,Tables,1137.75,5,250.305
CA-2017-126067,8/28/2017,KN-16705,Home Office,Office Supplies,Binders,99.68,5,32.396
CA-2017-126067,8/28/2017,KN-16705,Home Office,Office Supplies,Art,5.56,2,1.4456
CA-2015-104514,1/2/2015,CB-12535,Corporate,Office Supplies,Storage,85.52,2,22.2352
CA-2015-104514,1/2/2015,CB-12535,Corporate,Office Supplies,Art,9.84,3,2.6568
CA-2015-104514,1/2/2015,CB-12535,Corporate,Office Supplies,Paper,20.04,3,9.6192
CA-2015-141040,10/9/2015,TB-21250,Consumer,Technology,Phones,631.96,4,303.3408
CA-2015-141040,10/9/2015,TB-21250,Consumer,Office Supplies,Paper,23.92,4,10.764
CA-2014-113579,12/13/2014,KD-16345,Consumer,Office Supplies,Paper,90.24,6,41.5104
CA-2014-144624,11/19/2014,JM-15865,Consumer,Technology,Phones,4548.81,7,1228.1787
CA-2016-146206,9/10/2016,KT-16480,Consumer,Furniture,Tables,300.93,5,-34.392
CA-2016-146206,9/10/2016,KT-16480,Consumer,Technology,Phones,719.96,5,53.997
CA-2014-136644,6/16/2014,SC-20575,Consumer,Furniture,Chairs,647.84,8,32.392
CA-2015-122371,9/26/2015,BS-11800,Home Office,Office Supplies,Storage,64.17,3,18.6093
CA-2015-122371,9/26/2015,BS-11800,Home Office,Office Supplies,Envelopes,124.46,2,58.4962
CA-2016-126935,5/19/2016,BT-11395,Corporate,Office Supplies,Binders,9.584,1,3.3544
US-2017-133781,6/22/2017,DC-12850,Consumer,Office Supplies,Envelopes,37.608,3,12.6927
CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Paper,12.224,2,4.4312
CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Binders,2.304,4,-3.5712
CA-2017-131618,6/17/2017,LS-17200,Corporate,Office Supplies,Binders,9.36,4,-16.38
CA-2016-149482,11/14/2016,RR-19315,Consumer,Office Supplies,Labels,7.38,2,3.4686
CA-2014-143917,7/25/2014,KL-16645,Consumer,Office Supplies,Storage,53.72,4,15.0416
CA-2014-143917,7/25/2014,KL-16645,Consumer,Office Supplies,Supplies,8187.65,5,327.506
CA-2014-143917,7/25/2014,KL-16645,Consumer,Furniture,Furnishings,77.92,8,34.2848
CA-2015-120397,7/2/2015,RB-19435,Consumer,Office Supplies,Appliances,32.784,4,-85.2384
CA-2017-163902,3/2/2017,MY-17380,Corporate,Technology,Phones,196.776,3,14.7582
CA-2017-163902,3/2/2017,MY-17380,Corporate,Technology,Accessories,479.94,6,52.7934
CA-2016-136812,11/18/2016,AW-10930,Home Office,Office Supplies,Storage,1117.92,4,55.896
CA-2015-102722,4/18/2015,KW-16570,Consumer,Technology,Accessories,106.5,6,41.535
CA-2017-155089,12/2/2017,DB-12910,Home Office,Office Supplies,Binders,45.66,5,-33.484
CA-2016-124506,11/11/2016,BB-11545,Corporate,Technology,Accessories,95.968,4,1.1996
CA-2016-124506,11/11/2016,BB-11545,Corporate,Furniture,Chairs,47.992,2,-2.0568
CA-2014-106572,9/5/2014,NP-18700,Consumer,Office Supplies,Storage,264.32,2,19.824
CA-2014-128888,11/15/2014,PB-19105,Consumer,Office Supplies,Envelopes,604.656,9,204.0714
CA-2017-123134,5/2/2017,DW-13585,Corporate,Furniture,Furnishings,129.93,3,12.993
CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Labels,20.16,7,9.8784
CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Labels,29.46,6,14.4354
CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Appliances,868.59,3,251.8911
CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Paper,12.96,2,6.2208
CA-2016-124352,10/15/2016,CD-12790,Home Office,Technology,Phones,5.5,1,1.375
CA-2016-124352,10/15/2016,CD-12790,Home Office,Office Supplies,Binders,121.6,4,55.936
CA-2015-124541,4/6/2015,TT-21220,Consumer,Office Supplies,Art,42.048,9,5.256
CA-2015-124541,4/6/2015,TT-21220,Consumer,Technology,Accessories,25.488,2,4.4604
CA-2015-124541,4/6/2015,TT-21220,Consumer,Office Supplies,Binders,6.9,3,-12.075
CA-2015-124541,4/6/2015,TT-21220,Consumer,Office Supplies,Binders,9.648,6,-16.884
CA-2015-124541,4/6/2015,TT-21220,Consumer,Office Supplies,Paper,7.968,2,2.8884
CA-2014-108707,10/24/2014,DB-12910,Home Office,Office Supplies,Paper,10.368,2,3.6288
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Paper,114.2,5,52.532
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Binders,17.96,4,8.2616
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Office Supplies,Fasteners,12.67,7,4.5612
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Technology,Accessories,339.96,4,122.3856
US-2017-117723,8/15/2017,DL-13495,Corporate,Office Supplies,Storage,1801.632,6,-337.806
CA-2015-143238,9/6/2015,LO-17170,Corporate,Technology,Accessories,46.32,4,18.0648
CA-2015-168746,1/27/2015,SV-20365,Consumer,Furniture,Chairs,181.986,2,-54.5958
CA-2015-168746,1/27/2015,SV-20365,Consumer,Technology,Phones,431.976,4,-100.7944
CA-2015-168746,1/27/2015,SV-20365,Consumer,Technology,Phones,155.37,1,-36.253
CA-2015-113404,7/16/2015,EM-13810,Corporate,Furniture,Chairs,1348.704,6,-219.1644
CA-2015-113404,7/16/2015,EM-13810,Corporate,Furniture,Chairs,700.152,3,78.7671
CA-2016-144792,4/30/2016,KD-16615,Corporate,Furniture,Furnishings,111.888,7,22.3776
CA-2014-164385,9/26/2014,NB-18580,Corporate,Office Supplies,Appliances,143.952,3,14.3952
US-2016-114174,9/8/2016,AP-10720,Home Office,Furniture,Bookcases,173.94,3,13.9152
US-2016-114174,9/8/2016,AP-10720,Home Office,Office Supplies,Labels,14.76,4,6.9372
CA-2017-108070,4/16/2017,JE-15745,Consumer,Office Supplies,Storage,205.92,4,2.0592
CA-2017-108070,4/16/2017,JE-15745,Consumer,Furniture,Bookcases,102.833,1,-6.049
US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Art,2.304,1,0.2592
US-2015-128090,8/16/2015,JM-15865,Consumer,Technology,Phones,1879.96,5,211.4955
US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Paper,313.024,8,105.6456
US-2015-128090,8/16/2015,JM-15865,Consumer,Office Supplies,Labels,5.04,2,1.764
CA-2017-101042,11/19/2017,AB-10105,Consumer,Furniture,Furnishings,821.88,6,213.6888
CA-2017-101042,11/19/2017,AB-10105,Consumer,Office Supplies,Binders,21.96,2,10.7604
CA-2016-155439,9/14/2016,PN-18775,Home Office,Office Supplies,Paper,25.92,4,12.4416
CA-2016-118626,8/15/2016,JC-15775,Consumer,Technology,Phones,705.544,7,70.5544
CA-2015-111458,9/26/2015,PF-19165,Consumer,Technology,Accessories,50,2,12
US-2016-126844,10/8/2016,BW-11110,Corporate,Furniture,Furnishings,51.712,8,-32.32
US-2015-112508,3/24/2015,BP-11185,Corporate,Office Supplies,Appliances,6.992,2,0.5244
CA-2015-147788,5/31/2015,TM-21010,Consumer,Furniture,Bookcases,1406.86,7,140.686
CA-2015-147788,5/31/2015,TM-21010,Consumer,Office Supplies,Labels,15.75,5,7.56
CA-2015-147788,5/31/2015,TM-21010,Consumer,Office Supplies,Storage,323.1,2,61.389
CA-2015-144288,12/25/2015,MB-17305,Consumer,Office Supplies,Labels,9.216,4,3.3408
CA-2015-144288,12/25/2015,MB-17305,Consumer,Office Supplies,Paper,10.368,2,3.6288
CA-2015-110632,3/17/2015,HR-14830,Corporate,Technology,Accessories,15.02,1,2.7036
CA-2015-110632,3/17/2015,HR-14830,Corporate,Office Supplies,Storage,33.82,2,9.1314
CA-2017-109589,12/21/2017,BD-11635,Consumer,Technology,Accessories,71,4,27.69
CA-2017-123967,11/1/2017,SF-20200,Consumer,Office Supplies,Binders,25.12,5,7.85
CA-2017-123967,11/1/2017,SF-20200,Consumer,Furniture,Tables,2665.62,9,239.9058
CA-2017-148929,9/7/2017,SP-20620,Corporate,Office Supplies,Storage,478.08,8,133.8624
CA-2017-134404,12/27/2017,DR-12880,Corporate,Technology,Phones,164.388,2,-35.6174
CA-2017-134404,12/27/2017,DR-12880,Corporate,Office Supplies,Art,13.248,4,3.6432
CA-2017-109778,7/16/2017,VM-21685,Home Office,Office Supplies,Art,2.912,2,0.91
CA-2016-155845,8/12/2016,CM-12235,Consumer,Technology,Accessories,1399.944,7,52.4979
CA-2017-145128,7/9/2017,SM-20320,Home Office,Furniture,Furnishings,526.45,5,31.587
CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Envelopes,16.23,3,7.9527
CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Binders,319.9,5,156.751
CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Envelopes,11.36,2,5.3392
CA-2014-129091,11/22/2014,RA-19885,Corporate,Office Supplies,Appliances,675.12,3,290.3016
US-2014-155502,1/26/2014,SD-20485,Home Office,Furniture,Furnishings,62.82,3,30.7818
US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Storage,489.92,8,0
US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Paper,19.44,3,9.3312
US-2014-155502,1/26/2014,SD-20485,Home Office,Office Supplies,Paper,16.68,2,8.34
US-2014-155502,1/26/2014,SD-20485,Home Office,Technology,Phones,155.35,13,0
US-2014-155502,1/26/2014,SD-20485,Home Office,Furniture,Furnishings,12.42,3,4.4712
US-2014-155502,1/26/2014,SD-20485,Home Office,Technology,Phones,187.98,2,52.6344
CA-2015-121041,11/3/2015,CS-12250,Corporate,Office Supplies,Envelopes,6.608,2,2.1476
CA-2017-131695,6/30/2017,RA-19285,Consumer,Office Supplies,Storage,248.57,7,67.1139
CA-2017-131695,6/30/2017,RA-19285,Consumer,Furniture,Furnishings,22.23,1,9.7812
CA-2016-137729,5/5/2016,BF-11005,Home Office,Office Supplies,Storage,5.98,1,1.0166
CA-2016-137729,5/5/2016,BF-11005,Home Office,Technology,Phones,246.168,3,21.5397
US-2016-115455,9/8/2016,SE-20110,Consumer,Furniture,Furnishings,14.136,2,-7.7748
US-2016-115455,9/8/2016,SE-20110,Consumer,Furniture,Tables,601.47,3,-300.735
CA-2017-128300,11/24/2017,RS-19765,Corporate,Technology,Phones,79.1,2,39.55
CA-2017-128300,11/24/2017,RS-19765,Corporate,Office Supplies,Binders,327.84,8,157.3632
CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Envelopes,180.96,2,81.432
CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Binders,914.97,3,411.7365
CA-2017-149048,5/13/2017,BM-11650,Corporate,Technology,Phones,587.97,3,158.7519
CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Storage,530.34,2,95.4612
CA-2017-149048,5/13/2017,BM-11650,Corporate,Office Supplies,Paper,14.94,3,7.3206
CA-2017-108553,4/23/2017,SK-19990,Consumer,Office Supplies,Appliances,121.94,2,35.3626
CA-2017-108553,4/23/2017,SK-19990,Consumer,Office Supplies,Supplies,122.71,7,36.813
CA-2016-165848,6/4/2016,EN-13780,Consumer,Office Supplies,Paper,14.94,3,7.0218
CA-2016-165848,6/4/2016,EN-13780,Consumer,Technology,Machines,1349.85,3,364.4595
CA-2016-165848,6/4/2016,EN-13780,Consumer,Furniture,Bookcases,136.784,1,5.1294
CA-2016-165848,6/4/2016,EN-13780,Consumer,Furniture,Furnishings,61.12,4,20.7808
CA-2014-112718,12/16/2014,KN-16450,Corporate,Office Supplies,Binders,1.167,1,-0.8558
CA-2016-154053,3/4/2016,MG-17890,Home Office,Office Supplies,Art,16.99,1,4.9271
CA-2014-127446,11/25/2014,MC-17590,Corporate,Technology,Accessories,24.672,3,0
CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Labels,2.52,1,0.882
CA-2014-127446,11/25/2014,MC-17590,Corporate,Furniture,Tables,1218.735,5,-121.8735
CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Labels,5.904,2,1.9926
CA-2014-127446,11/25/2014,MC-17590,Corporate,Office Supplies,Paper,15.696,3,5.1012
CA-2014-127446,11/25/2014,MC-17590,Corporate,Furniture,Furnishings,6.096,3,-3.9624
CA-2016-137204,4/28/2016,BO-11350,Corporate,Furniture,Chairs,41.568,2,2.598
CA-2014-147298,4/26/2014,AG-10300,Corporate,Furniture,Chairs,230.28,3,23.028
CA-2014-147298,4/26/2014,AG-10300,Corporate,Office Supplies,Binders,18.288,6,5.715
CA-2017-147942,4/1/2017,MS-17365,Consumer,Office Supplies,Labels,5.78,2,2.7166
CA-2017-147942,4/1/2017,MS-17365,Consumer,Office Supplies,Binders,121.68,13,38.025
CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Art,4.17,3,1.0842
CA-2017-115931,12/22/2017,JM-15655,Corporate,Technology,Phones,67.04,4,6.704
CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Storage,37.32,3,10.4496
CA-2017-115931,12/22/2017,JM-15655,Corporate,Office Supplies,Labels,18.45,5,8.6715
CA-2014-164861,12/3/2014,MC-17635,Corporate,Office Supplies,Paper,25.92,4,12.4416
CA-2017-127180,10/22/2017,TA-21385,Home Office,Technology,Phones,2399.6,8,647.892
CA-2017-127180,10/22/2017,TA-21385,Home Office,Office Supplies,Envelopes,63.9,5,28.755
CA-2017-127180,10/22/2017,TA-21385,Home Office,Technology,Phones,52.99,1,0.5299
US-2017-165344,11/13/2017,SB-20290,Corporate,Technology,Accessories,60.864,4,9.1296
US-2017-165344,11/13/2017,SB-20290,Corporate,Technology,Machines,652.995,7,-935.9595
US-2017-165344,11/13/2017,SB-20290,Corporate,Office Supplies,Binders,11.22,10,-7.48
CA-2015-168186,9/10/2015,AB-10150,Consumer,Office Supplies,Paper,14.94,3,7.0218
US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Furnishings,39.96,2,17.1828
US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Chairs,42.624,2,4.2624
US-2017-110604,5/15/2017,JF-15295,Consumer,Furniture,Chairs,220.96,1,24.858
CA-2015-116750,7/5/2015,BF-10975,Corporate,Furniture,Furnishings,4.928,2,0.7392
CA-2015-116750,7/5/2015,BF-10975,Corporate,Office Supplies,Binders,7.23,5,-5.784
CA-2015-162369,8/15/2015,TT-21265,Corporate,Office Supplies,Storage,323.1,2,61.389
CA-2017-108441,6/12/2017,SB-20170,Consumer,Office Supplies,Paper,19.04,4,9.3296
CA-2017-108441,6/12/2017,SB-20170,Consumer,Office Supplies,Binders,13.128,3,4.2666
CA-2017-108441,6/12/2017,SB-20170,Consumer,Office Supplies,Art,64.14,3,16.6764
CA-2017-108441,6/12/2017,SB-20170,Consumer,Furniture,Chairs,858.24,4,143.04
CA-2015-169740,2/20/2015,LM-17065,Consumer,Technology,Accessories,29.99,1,2.999
CA-2016-124051,12/29/2016,KA-16525,Consumer,Office Supplies,Paper,186.048,6,67.4424
CA-2016-149111,4/17/2016,BF-11170,Home Office,Technology,Phones,36.792,1,4.1391
CA-2016-149111,4/17/2016,BF-11170,Home Office,Furniture,Furnishings,18.624,8,6.2856
CA-2014-131002,9/7/2014,TB-21400,Consumer,Furniture,Furnishings,57.69,3,23.6529
CA-2014-131002,9/7/2014,TB-21400,Consumer,Office Supplies,Binders,42.81,3,20.1207
CA-2014-131002,9/7/2014,TB-21400,Consumer,Office Supplies,Paper,12.96,2,6.2208
CA-2014-131002,9/7/2014,TB-21400,Consumer,Furniture,Furnishings,821.88,6,213.6888
CA-2014-131002,9/7/2014,TB-21400,Consumer,Technology,Phones,104.85,3,28.3095
US-2016-146794,9/26/2016,SH-19975,Corporate,Furniture,Bookcases,424.9575,5,19.998
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Binders,10.776,3,3.5022
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Binders,11.784,3,4.2717
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Paper,164.88,3,80.7912
CA-2017-112515,9/17/2017,AS-10225,Corporate,Furniture,Bookcases,1292.94,3,77.5764
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Binders,25.584,2,8.9544
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Storage,261.74,2,65.435
CA-2017-112515,9/17/2017,AS-10225,Corporate,Office Supplies,Labels,14.4,5,7.056
CA-2016-150343,8/16/2016,PK-19075,Consumer,Office Supplies,Envelopes,10.86,3,5.1042
CA-2015-135538,12/24/2015,HR-14830,Corporate,Furniture,Chairs,883.84,4,99.432
CA-2017-123372,11/28/2017,DG-13300,Corporate,Technology,Phones,1979.89,11,494.9725
CA-2017-123372,11/28/2017,DG-13300,Corporate,Office Supplies,Envelopes,79.96,2,35.982
CA-2017-159604,4/14/2017,CL-12700,Home Office,Office Supplies,Binders,8.76,2,4.2048
CA-2016-164784,5/1/2016,HF-14995,Consumer,Office Supplies,Labels,3.984,1,1.2948
CA-2016-164784,5/1/2016,HF-14995,Consumer,Furniture,Tables,370.62,3,-142.071
CA-2016-164784,5/1/2016,HF-14995,Consumer,Office Supplies,Binders,2.742,2,-2.0108
CA-2016-111794,10/1/2016,HG-15025,Consumer,Technology,Accessories,79.512,3,20.8719
CA-2016-111794,10/1/2016,HG-15025,Consumer,Office Supplies,Paper,28.352,1,9.5688
US-2015-139759,8/25/2015,NL-18310,Home Office,Furniture,Chairs,40.784,1,4.5882
US-2015-139759,8/25/2015,NL-18310,Home Office,Office Supplies,Appliances,105.96,4,29.6688
CA-2014-126403,9/9/2014,RR-19525,Corporate,Office Supplies,Paper,166.44,3,79.8912
