sales,quantity,profit,label
319.9,5,156.751,2
11.36,2,5.3392,2
675.12,3,290.3016,1
62.82,3,30.7818,2
489.92,8,0.0,2
19.44,3,9.3312,2
16.68,2,8.34,2
155.35,13,0.0,2
12.42,3,4.4712,2
187.98,2,52.6344,2
6.608,2,2.1476,2
248.57,7,67.1139,2
22.23,1,9.7812,2
5.98,1,1.0166,2
246.168,3,21.5397,2
14.136,2,-7.7748,2
601.47,3,-300.735,1
79.1,2,39.55,2
327.84,8,157.3632,2
180.96,2,81.432,2
914.97,3,411.7365,1
587.97,3,158.7519,1
530.34,2,95.4612,2
14.94,3,7.3206,2
121.94,2,35.3626,2
122.71,7,36.813,2
14.94,3,7.0218,2
1349.85,3,364.4595,1
136.784,1,5.1294,2
61.12,4,20.7808,2
1.167,1,-0.8558,2
16.99,1,4.9271,2
24.671999999999997,3,0.0,2
2.52,1,0.882,2
1218.735,5,-121.8735,1
5.904,2,1.9926,2
15.696,3,5.1012,2
6.096,3,-3.9624,2
41.568000000000005,2,2.5980000000000003,2
230.28,3,23.028000000000002,2
18.288,6,5.715,2
5.78,2,2.7166,2
121.68,13,38.025,2
4.17,3,1.0842,2
67.04,4,6.704,2
37.32,3,10.4496,2
18.45,5,8.6715,2
25.92,4,12.4416,2
2399.6,8,647.8919999999999,1
63.9,5,28.755,2
52.99,1,0.5299,2
60.864,4,9.1296,2
652.995,7,-935.9595,2
11.22,10,-7.48,2
14.94,3,7.0218,2
39.96,2,17.1828,2
42.623999999999995,2,4.2624,2
220.96,1,24.858,2
4.928,2,0.7392,2
7.23,5,-5.784,2
323.1,2,61.388999999999996,2
19.04,4,9.3296,2
13.128,3,4.2666,2
64.14,3,16.6764,2
858.24,4,143.04,1
29.99,1,2.9989999999999997,2
186.048,6,67.4424,2
36.792,1,4.1391,2
18.624000000000002,8,6.2856,2
57.69,3,23.6529,2
42.81,3,20.1207,2
12.96,2,6.2208,2
821.88,6,213.6888,1
104.85,3,28.3095,2
424.9575,5,19.998,2
10.776,3,3.5022,2
11.784,3,4.2717,2
164.88,3,80.7912,2
1292.94,3,77.5764,1
25.584,2,8.9544,2
261.74,2,65.435,2
14.4,5,7.056,2
10.86,3,5.1042,2
883.84,4,99.432,1
1979.89,11,494.9725,1
79.96,2,35.982,2
8.76,2,4.2048,2
3.984,1,1.2948,2
370.62,3,-142.071,2
2.742,2,-2.0108,2
79.512,3,20.8719,2
28.351999999999997,1,9.5688,2
40.784,1,4.5882,2
105.96,4,29.6688,2
166.44,3,79.8912,2
785.88,6,212.1876,1
26.2,2,12.838,2
1325.85,5,238.653,1
166.44,3,79.8912,2
8.76,5,0.7665,2
43.583999999999996,1,4.3584,2
11.088,7,-8.1312,2
25.164,2,-16.776,2
14.4,5,7.056,2
619.95,5,111.59100000000001,1
89.52,4,42.0744,2
350.973,3,152.0883,2
164.99,1,49.497,2
312.552,9,101.5794,2
95.95200000000001,3,29.985,2
3.2039999999999997,2,-2.4564,2
3.98,5,-6.567,2
15.7,5,7.065,2
5.247999999999999,4,1.64,2
5.346,3,-4.455,2
15.48,3,5.6115,2
108.57600000000001,3,8.1432,2
109.9,5,37.366,2
15.384,1,4.0383,2
30.351999999999997,2,10.6232,2
821.3,4,-16.426,1
21.375999999999998,4,7.4816,2
8.016,3,1.002,2
30.768,2,8.0766,2
18.936,3,5.9175,2
122.352,3,15.294,2
116.28,3,56.9772,2
132.6,6,17.238,2
16.68,2,4.3368,2
19.44,3,9.3312,2
192.16,4,92.2368,2
227.36,7,81.8496,2
1919.976,3,215.9973,1
12.828,2,-8.9796,2
45.888000000000005,4,9.1776,2
60.12,9,22.2444,2
302.376,3,37.797,2
13.9,5,5.56,2
129.98,2,62.3904,2
71.98,2,15.1158,2
377.97,3,109.6113,2
124.36,2,33.5772,2
23.976,3,-14.3856,2
8.376,3,2.7222,2
58.24,5,5.096,2
81.2,5,12.18,2
14.45,5,6.7915,2
95.648,2,31.0856,2
359.97,5,-71.994,2
350.352,4,-140.1408,2
1.641,1,-1.3128,2
629.9580000000001,7,94.4937,1
6.63,3,1.7901,2
799.96,4,343.9828,1
107.53,1,21.506,2
73.98,2,19.9746,2
5.58,1,2.1762,2
49.12,4,23.0864,2
377.97,3,94.4925,2
42.28,7,19.8716,2
299.97,3,56.9943,2
89.98,2,43.1904,2
477.24,4,9.5448,2
25.98,2,1.5588,2
46.72,5,17.52,2
35.34,2,13.4292,2
257.64,6,100.4796,2
125.976,3,47.24100000000001,2
79.992,1,21.9978,2
700.056,3,-130.0104,1
27.168000000000003,4,-1.3584,2
8.226,3,-6.0324,2
585.552,3,73.194,1
423.28,11,110.0528,2
225.296,2,22.5296,2
5.56,2,2.224,2
323.37,3,129.34799999999998,2
783.96,5,68.5965,1
1447.65,5,419.8185,1
11.96,2,5.8604,2
239.97,3,71.991,2
76.92,4,31.5372,2
481.32,4,125.1432,2
48.4,5,23.232,2
0.99,1,0.4356,2
101.84,5,36.917,2
10.332,3,-7.5768,2
31.155,5,-23.8855,2
8.927999999999999,2,0.6696,2
34.384,1,3.8682,2
1924.16,8,312.676,1
32.192,2,-80.48,2
50.12,7,-0.6265,2
47.976000000000006,3,1.7991,2
54.5,5,14.17,2
19.104,3,5.7312,2
49.44,3,24.2256,2
10.368,2,3.6288,2
154.44,3,1.5444,2
60.983999999999995,7,4.5738,2
195.46599999999998,2,-13.7976,2
23.68,8,6.216,2
2.376,3,0.7425,2
59.2,4,29.6,2
22.0,10,9.68,2
257.98,2,74.8142,2
23.988000000000003,2,-15.992,2
23.976,4,-15.5844,2
601.536,4,0.0,1
7.9,2,2.528,2
58.36,5,-24.803,2
16.464000000000002,7,1.4406,2
39.96,5,-23.976,2
25.96,2,7.5284,2
36.27,3,10.880999999999998,2
6.48,1,3.1104,2
1075.088,14,94.0702,1
438.36800000000005,4,38.3572,2
18.088,7,6.5569,2
308.499,3,-18.147000000000002,2
13.36,4,4.1416,2
39.96,2,18.7812,2
145.85,5,70.008,2
783.96,5,78.396,1
7.88,1,1.7730000000000001,2
41.37,3,17.3754,2
12.84,3,5.778,2
25.68,6,11.556,2
47.516000000000005,2,-2.0364,2
9.42,2,0.47100000000000003,2
12.96,2,6.2208,2
704.9,5,56.391999999999996,1
561.568,2,28.0784,2
179.82,9,84.5154,2
185.58,6,76.0878,2
214.11,3,36.3987,2
999.96,4,229.9908,1
653.55,3,111.1035,1
114.6,5,51.57,2
60.74,1,15.185,2
124.36,2,27.3592,2
1088.76,6,315.7404,1
6.72,5,2.352,2
298.776,3,7.4694,2
302.376,3,22.6782,2
8.927999999999999,2,0.5579999999999999,2
47.583999999999996,2,-2.9739999999999998,2
33.792,8,10.56,2
300.5328,2,-97.2312,2
2.7239999999999998,2,-4.3584,2
3.264,2,1.1016,2
108.336,6,37.9176,2
55.92,5,6.291,2
78.304,2,29.364,2
443.92,5,-94.333,2
155.976,3,54.5916,2
15.47,7,4.1769,2
7.16,2,3.4368,2
10.89,1,2.8314,2
19.44,3,9.3312,2
121.6,5,39.52,2
695.7,2,-27.828000000000003,1
120.33,1,31.2858,2
1139.92,4,284.98,1
229.544,7,83.2097,2
143.72799999999998,2,-32.3388,2
36.048,3,-0.9012,2
845.488,8,-12.0784,1
50.94,3,14.2632,2
762.5939999999999,3,-1143.891,1
56.28,6,15.7584,2
2690.97,3,1264.7559,0
7.434,6,-5.6994,2
64.78399999999999,1,-12.9568,2
28.16,4,13.2352,2
14.98,1,6.8908,2
20.32,4,6.9088,2
40.29,3,10.4754,2
20.23,7,9.5081,2
1603.136,4,100.196,1
225.296,2,22.5296,2
67.8,4,4.0680000000000005,2
377.97,3,98.2722,2
1628.82,9,374.6286,1
286.93,7,140.5957,2
20.736,4,7.2576,2
31.44,3,8.4888,2
83.79,7,22.6233,2
59.52,3,15.4752,2
31.92,4,9.2568,2
14.72,5,-3.312,2
38.976,3,-2.436,2
17.088,2,1.068,2
74.352,3,23.235,2
314.35200000000003,3,-35.3646,2
4.26,1,1.7466,2
811.28,8,24.3384,1
6.03,3,2.9547,2
153.56799999999998,2,-5.7588,2
1013.488,7,76.0116,1
52.34,2,24.5998,2
4.66,2,1.3514,2
254.97,3,91.7892,2
25.44,6,12.72,2
27.93,3,8.0997,2
8.85,5,-13.7175,2
6.96,4,2.2272,2
17.456,2,5.8914,2
307.92,5,-34.641,2
6.63,3,1.7901,2
12.96,2,6.2208,2
32.4,5,15.552,2
23.85,5,10.7325,2
51.96,2,12.99,2
17.94,3,8.6112,2
11.56,2,5.6644,2
26.4,5,11.88,2
69.08,11,29.0136,2
35.88,3,10.0464,2
49.65,5,20.853,2
959.9680000000001,4,119.99600000000001,1
408.42199999999997,2,-5.8346,2
479.98400000000004,2,59.998000000000005,2
12.6,4,6.047999999999999,2
184.66,7,84.9436,2
23.12,5,8.381,2
37.464,7,12.1758,2
539.658,3,-7.7094,2
310.12,2,80.6312,2
8.56,2,3.852,2
52.4,5,14.148,2
14.94,3,6.8724,2
11.22,3,0.2244,2
387.13599999999997,4,24.195999999999998,2
41.4,5,19.458,2
35.0,4,10.5,2
39.552,3,14.3376,2
135.72,3,35.2872,2
12.56,2,5.652,2
263.96,4,71.2692,2
5.952000000000001,1,0.37200000000000005,2
15.8,5,2.37,2
14.368,2,3.9512,2
70.44800000000001,7,12.3284,2
129.3,2,6.465,2
3.8819999999999997,3,-5.8229999999999995,2
6.08,1,3.04,2
19.9,1,8.955,2
70.71,1,4.9497,2
18.84,3,7.9128,2
8.64,3,2.5056,2
1633.1879999999999,4,-1306.5504,1
19.76,4,8.2992,2
6.608,2,2.2302,2
7.28,2,2.73,2
144.784,1,10.8588,2
156.792,1,13.7193,2
431.976,3,26.9985,2
35.89,1,16.1505,2
47.208,7,15.3426,2
248.08,7,116.5976,2
189.7,5,89.15899999999999,2
59.808,3,19.4376,2
90.99,1,14.5584,2
1526.56,7,427.4368,1
368.97,3,40.5867,2
305.01,9,76.2525,2
18.7,1,7.106,2
38.29,7,16.4647,2
26.25,3,11.025,2
64.96,14,22.736,2
43.7,5,20.539,2
41.6,4,13.0,2
23.12,5,8.381,2
113.88799999999999,2,9.9652,2
113.568,2,-5.6784,2
7.92,2,0.693,2
671.9839999999999,2,50.3988,1
39.99,1,11.5971,2
191.646,3,31.941,2
2.313,1,-1.9275,2
19.936,4,7.2268,2
45.92,4,21.5824,2
20.34,3,9.3564,2
39.28,8,19.2472,2
81.568,2,9.1764,2
97.184,2,6.074,2
24.32,5,8.208,2
18.96,2,7.584,2
32.952,6,-19.7712,2
30.016,4,3.0016,2
499.584,3,43.7136,2
31.104,6,10.8864,2
13.272,8,-10.6176,2
28.272,2,6.3612,2
259.13599999999997,4,-51.8272,2
10.8,5,5.184,2
244.00599999999997,2,-31.3722,2
15.936,4,5.3784,2
188.55200000000002,7,-2.6936,2
22.58,2,5.8708,2
545.94,6,87.3504,2
20.736,4,7.2576,2
43.29600000000001,2,4.3296,2
123.13600000000001,4,13.8528,2
11.264000000000001,4,3.8016,2
53.424,3,4.6746,2
275.49,1,-170.8038,2
24.96,4,6.24,2
19.36,2,9.2928,2
1267.65,9,152.118,1
12.99,1,0.7794,2
18.56,4,6.496,2
449.15,5,8.982999999999999,2
31.248,7,10.9368,2
61.44,3,16.5888,2
895.92,4,421.0824,1
55.36,4,18.684,2
55.92,5,6.291,2
24.896,4,8.4024,2
3.984,1,0.6474,2
95.96799999999999,4,28.7904,2
206.99099999999999,3,-172.4925,2
44.416000000000004,2,3.8864,2
9.006,2,-7.2048,2
19.0,5,8.93,2
33.376,4,10.43,2
207.48,1,62.244,2
91.68,3,45.84,2
904.9,5,253.372,1
34.272,3,11.1384,2
191.82,3,74.8098,2
243.88,5,27.4365,2
12.03,5,-9.222999999999999,2
2549.985,5,-3399.98,1
21.594,2,-15.8356,2
8.964,6,-6.5736,2
20.736,4,7.2576,2
344.22,2,-103.266,2
727.296,8,-172.7328,1
22.608,3,-10.1736,2
666.4,7,-33.32,1
5.04,3,0.2016,2
92.94,3,41.823,2
66.69,3,22.0077,2
91.68,5,28.65,2
327.7328,2,-14.4588,2
52.272,11,17.6418,2
17.94,3,8.073,2
254.352,3,0.0,2
8.288,2,2.6936,2
504.9,5,80.78399999999999,2
403.168,4,25.198,2
194.32,4,31.0912,2
25.99,1,7.5371,2
195.136,4,-12.196,2
20.736,4,7.2576,2
53.7,6,10.203,2
36.26,7,16.6796,2
56.3,2,15.764000000000001,2
32.4,5,15.552,2
29.16,2,10.7892,2
171.28799999999998,3,-6.4233,2
16.72,5,3.344,2
12.96,2,6.2208,2
22.18,2,10.8682,2
2054.272,8,256.784,1
1022.97,5,-255.7425,1
13.9,5,3.614,2
26.38,1,12.1348,2
43.176,7,13.4925,2
411.8,2,70.006,2
360.0,4,129.6,2
41.96,2,2.9372,2
227.84,4,66.0736,2
37.94,2,18.2112,2
517.9,2,134.654,2
5.28,2,2.4288,2
2799.96,5,874.9875,0
8.96,2,4.3008,2
31.5,10,15.12,2
30.56,2,10.3904,2
24.368000000000002,2,-3.3506,2
119.976,3,22.4955,2
26.88,8,9.744,2
83.97,3,23.5116,2
104.97,3,7.3479,2
90.8,8,25.424,2
140.736,8,49.2576,2
214.95,5,88.1295,2
45.36,7,21.7728,2
288.24,6,138.3552,2
663.936,4,82.992,1
2934.33,7,792.2691,0
124.41,3,14.9292,2
57.75,5,26.565,2
114.46,2,28.615,2
120.666,2,18.4548,2
342.86400000000003,3,38.5722,2
16.74,5,-14.229000000000001,2
981.372,2,-140.196,1
31.84,8,10.5072,2
12.96,2,6.2208,2
43.176,3,15.1116,2
58.34,2,28.0032,2
539.97,3,134.9925,2
3.928,1,1.3257,2
252.78400000000002,4,-417.0936,2
127.984,2,15.998,2
3.984,2,-2.6892,2
12.992,2,-32.48,2
61.0,5,25.62,2
671.93,7,188.1404,1
447.86,7,219.4514,2
479.95,5,129.5865,2
166.44,3,79.8912,2
31.68,4,2.772,2
10.368,2,3.6288,2
12.032,8,2.256,2
5.768,2,-13.5548,2
33.12,4,11.592,2
220.2656,4,-42.1096,2
10.776,3,3.5022,2
242.352,3,9.0882,2
695.16,6,34.758,1
220.98,1,50.8254,2
12.957,7,-9.5018,2
25.68,6,11.556,2
15.712,4,5.6956,2
298.464,6,26.1156,2
21.93,3,10.0878,2
242.94,3,4.8588,2
7.64,1,3.7436,2
51.84,8,25.4016,2
265.17,1,47.7306,2
837.6,3,62.82,1
135.9,5,63.873000000000005,2
34.68,6,16.9932,2
532.7040000000001,6,-39.9528,2
43.1,5,11.206,2
15.88,4,0.1588,2
1123.92,5,-182.637,1
249.584,2,31.198,2
48.672,3,7.3008,2
60.768,2,7.596,2
78.6,5,-62.88,2
3.7680000000000002,2,-3.14,2
1036.624,2,51.8312,1
563.808,4,21.1428,2
258.528,2,-47.3968,2
49.12,4,23.0864,2
44.46,2,14.6718,2
241.56799999999998,2,18.1176,2
395.0,5,39.5,2
627.168,4,70.5564,1
13.28,2,6.3744,2
12.672,3,4.4352,2
30.56,5,-45.84,2
77.952,3,-15.5904,2
67.992,1,8.499,2
12.224,2,4.4312,2
44.784,2,-0.5598,2
22.848000000000003,3,-17.7072,2
206.43,3,90.8292,2
210.392,2,-336.6272,2
119.96,5,35.988,2
10.607999999999999,6,0.9282,2
347.80199999999996,7,-24.843000000000004,2
963.1360000000001,4,108.3528,1
88.77600000000001,3,7.7679,2
32.4,5,10.368,2
32.4,5,15.552,2
31.05,3,14.904000000000002,2
2025.36,6,607.6080000000001,1
1799.994,2,-2639.9912,1
101.988,2,-16.998,2
262.86400000000003,7,69.0018,2
735.98,2,331.191,1
93.024,3,33.7212,2
284.36400000000003,2,-75.8304,2
26.0,2,11.7,2
67.64,5,5.9185,2
119.976,3,-17.9964,2
5.18,5,-8.029,2
15.56,2,7.3132,2
78.35,5,36.8245,2
59.52,3,15.4752,2
38.52,9,17.334,2
239.984,2,23.9984,2
19.35,3,9.4815,2
67.0,5,32.16,2
390.272,8,-24.392,2
62.192,13,19.435,2
23.88,6,11.2236,2
3.168,2,-4.752,2
528.43,5,0.0,2
13.392000000000001,3,1.5066,2
181.86,7,50.9208,2
180.588,2,-240.78400000000002,2
47.983999999999995,2,0.5998,2
18.76,2,9.0048,2
20.94,3,6.0726,2
58.68,2,18.1908,2
254.9,5,68.82300000000001,2
9.64,2,4.4344,2
826.62,3,355.4466,1
1633.14,9,473.6106,1
544.38,3,157.8702,2
26.046,3,-44.2782,2
74.352,3,26.9526,2
69.93,7,32.1678,2
3.75,1,1.8,2
20.928,4,7.5864,2
12.672,3,-3.168,2
65.99,1,17.1574,2
6.37,7,-9.555,2
3.648,3,-6.0192,2
31.104,6,10.8864,2
23.34,3,0.2334,2
29.97,3,14.0859,2
3.366,3,-2.244,2
95.96799999999999,4,9.5968,2
18.704,7,2.338,2
149.232,3,3.7308,2
15.936,4,5.7768,2
601.536,8,60.1536,1
10.99,1,4.2861,2
39.88,2,11.1664,2
62.24,8,28.008000000000003,2
53.2,5,14.895999999999999,2
39.84,8,18.3264,2
349.95,5,118.98299999999999,2
377.92800000000005,9,141.72299999999998,2
13.392000000000001,3,5.022,2
11.228,7,-18.5262,2
207.24,11,58.0272,2
1.504,1,0.1692,2
34.848,2,6.534,2
75.18,6,35.3346,2
149.97,3,52.4895,2
931.176,3,314.2719,1
430.88,2,124.9552,2
94.85,5,45.528,2
51.12,4,23.004,2
90.0,1,32.4,2
9.408,2,3.4104,2
4.672,2,1.46,2
318.4,2,107.46,2
12.767999999999999,6,4.6284,2
15.36,2,-3.264,2
230.37599999999998,3,20.1579,2
7.16,1,-0.0895,2
375.34,1,18.767,2
114.9,5,39.066,2
26.046,3,-44.2782,2
2.8960000000000004,1,-4.7784,2
32.544000000000004,2,-7.7292,2
3.984,1,1.3944,2
181.797,1,-15.5826,2
44.94,3,12.5832,2
45.576,3,15.9516,2
318.43,5,-77.333,2
122.92,7,46.095,2
7.068,3,-2.8272,2
56.45,5,14.677,2
13.468,13,-22.8956,2
219.8,5,24.7275,2
317.058,3,-18.1176,2
49.08,3,4.908,2
324.9,5,38.988,2
18.24,3,5.2896,2
113.88799999999999,2,9.9652,2
105.584,2,7.9188,2
24.85,7,11.6795,2
60.312,3,5.2773,2
7.056,3,2.205,2
27.184,2,2.0388,2
107.984,1,9.4486,2
19.296,3,6.03,2
4.6080000000000005,2,1.6704,2
79.97399999999999,3,-29.3238,2
2.946,2,-2.0622,2
3.136,2,-4.704,2
20.736,4,7.2576,2
99.98,2,7.9984,2
733.95,7,352.296,1
241.44,3,72.432,2
10.08,4,3.528,2
281.904,2,10.5714,2
201.43200000000002,3,67.9833,2
135.98,2,33.995,2
44.95,1,12.585999999999999,2
2.97,3,1.3068,2
6.54,3,2.6814,2
7.92,8,3.4848,2
203.92,5,22.941,2
3359.952,6,1049.985,0
18.24,3,9.12,2
27.78,6,9.1674,2
22.96,7,7.5768,2
28.99,1,8.4071,2
12.96,2,6.3504,2
22.96,7,6.6584,2
4164.05,5,83.281,0
47.983999999999995,2,13.1956,2
4.624,1,1.6762,2
15.24,3,5.1816,2
63.924,7,-46.8776,2
6.56,2,1.9024,2
13.11,3,3.4086,2
494.376,3,49.4376,2
29.2,5,9.855,2
248.85,5,27.3735,2
36.24,1,15.2208,2
11.68,2,3.5039999999999996,2
11.91,3,0.1191,2
3.48,2,1.1136,2
30.96,8,-52.632,2
1704.89,11,767.2005,1
19.194000000000003,7,-12.796,2
121.792,4,13.7016,2
1919.976,3,215.9973,1
50.997,1,-40.7976,2
76.792,1,-16.3183,2
539.964,6,-107.9928,2
60.312,3,5.2773,2
1.944,3,-1.4256,2
12.984000000000002,3,4.7067,2
217.584,2,19.0386,2
328.776,3,28.7679,2
2.286,3,-3.6576,2
47.983999999999995,2,14.3952,2
25.344,6,8.8704,2
232.4,5,78.435,2
86.45,7,38.038000000000004,2
603.92,5,45.294,1
81.98,2,40.1702,2
271.764,2,48.3136,2
14.376,3,4.8519,2
341.96,5,-427.45,2
181.35,9,48.9645,2
8.64,3,4.2336,2
43.512,7,3.8073,2
662.88,3,74.574,1
25.92,5,9.072000000000001,2
68.94,3,20.682,2
128.82,3,50.2398,2
896.99,5,-1480.0335,1
1.234,1,-1.9744,2
67.56,3,6.756,2
21.72,5,7.8735,2
262.336,8,95.0968,2
148.48,2,16.704,2
241.176,3,15.0735,2
227.976,3,28.497,2
52.68,3,19.755,2
2.032,1,-1.3208,2
17.12,4,4.9648,2
431.968,4,37.7972,2
129.92,4,10.3936,2
568.7280000000001,3,28.4364,1
117.14399999999999,9,42.4647,2
203.52,3,54.9504,2
51.75,5,24.84,2
122.97,3,60.2553,2
244.615,1,20.967,2
59.97,3,28.7856,2
81.54,9,36.693000000000005,2
11.68,4,5.256,2
29.0,5,13.92,2
50.8,5,13.208,2
16.03,5,-25.648000000000003,2
15.712,4,5.6956,2
89.97,3,18.8937,2
435.999,3,20.5176,2
83.984,2,31.494,2
359.98,2,93.5948,2
70.56,1,-4.032,2
20.88,2,9.6048,2
3.81,1,1.8288,2
73.008,9,26.4654,2
3.208,2,-5.2932,2
26.176,2,-3.272,2
30.44,4,14.3068,2
35.28,3,11.9952,2
19.44,3,9.3312,2
37.88,2,18.94,2
9.552,3,-3.8208,2
290.666,2,3.4196,2
10.368,2,3.6288,2
14.352,3,4.485,2
141.96,2,41.1684,2
66.048,4,23.1168,2
1287.45,5,244.6155,1
25.824,6,9.0384,2
160.96,2,48.288000000000004,2
28.44,3,11.376,2
364.41,5,8.097999999999999,2
39.96,4,10.3896,2
361.764,2,68.3332,2
111.67200000000001,9,6.9795,2
13.776,6,-22.0416,2
10.272,3,3.21,2
24.048000000000002,9,7.2144,2
2.8960000000000004,1,0.9774,2
17.94,3,8.7906,2
384.17400000000004,7,29.8802,2
1799.75,5,539.925,1
580.672,4,65.3256,1
18.936,3,5.9175,2
222.38400000000001,2,16.6788,2
50.45399999999999,6,-33.635999999999996,2
154.764,3,-36.1116,2
6.848,2,2.14,2
1091.1680000000001,4,68.19800000000001,1
219.168,2,-43.8336,2
6.928,1,-11.0848,2
40.032,6,15.012,2
443.92,4,13.3176,2
169.99,1,78.1954,2
25.92,4,12.4416,2
36.99,1,9.9873,2
629.1,6,301.968,1
193.95,3,9.6975,2
5.46,3,1.4742,2
22.288,7,-8.9152,2
65.42399999999999,4,-52.3392,2
77.88,2,3.8939999999999997,2
281.372,2,-12.0588,2
281.372,2,-12.0588,2
7.4879999999999995,8,-5.2416,2
22.336,4,7.8176,2
10.368,2,3.6288,2
65.79,9,30.2634,2
271.98400000000004,2,88.3948,2
11.76,4,3.1752,2
77.52,2,37.9848,2
48.64,2,15.808,2
1.81,1,0.6516,2
8.26,2,3.8822,2
43.56,5,3.267,2
5.84,2,0.73,2
271.764,2,60.391999999999996,2
262.24,2,78.672,2
182.72,8,84.0512,2
131.6,7,7.896,2
22.72,4,7.3839999999999995,2
558.4,2,41.88,2
15.24,4,6.858,2
1408.1,10,394.26800000000003,1
32.896,4,11.1024,2
215.148,2,-103.9882,2
30.96,6,11.222999999999999,2
29.79,3,8.6391,2
128.9,2,15.468,2
60.12,9,28.8576,2
24.816,3,8.3754,2
14.975999999999999,6,5.4288,2
15.08,2,-22.62,2
24.288,3,-12.7512,2
16.192,2,-8.5008,2
251.00599999999997,2,-68.1302,2
54.192,6,4.0644,2
4.303999999999999,1,1.5602,2
108.92,14,49.013999999999996,2
16.74,3,8.37,2
2504.74,7,626.185,0
84.78399999999999,2,-16.9568,2
29.9,5,5.083,2
70.88,2,33.3136,2
3.76,2,1.0904,2
27.264,2,8.8608,2
56.65,5,24.3595,2
14.97,1,4.1916,2
4.02,2,1.9698,2
471.92,2,29.495,2
58.72,4,27.0112,2
5.16,3,0.8385,2
16.496,2,5.5674,2
71.976,3,19.7934,2
22.511999999999997,3,2.2512,2
3.444,2,-2.7552,2
538.194,2,-412.6154,2
47.983999999999995,2,14.3952,2
492.76800000000003,4,55.4364,2
286.79,7,74.5654,2
5.08,1,1.651,2
47.992,1,7.1988,2
61.96,2,16.1096,2
361.96,2,83.2508,2
278.82,9,125.469,2
133.38,6,58.6872,2
47.952,3,16.1838,2
16.74,2,4.3524,2
10.847999999999999,2,3.5256,2
18.544,2,3.0134,2
180.98,1,47.0548,2
99.98,2,42.9914,2
34.95,5,15.378,2
152.0,5,69.92,2
92.52,9,18.504,2
8.56,2,2.4824,2
45.36,7,21.7728,2
1421.664,6,-195.4788,1
8.96,2,2.7776,2
579.95,5,168.1855,1
29.12,4,12.5216,2
1202.94,3,300.735,1
7.92,4,3.5639999999999996,2
36.192,1,2.7144,2
147.184,2,-29.4368,2
408.42199999999997,2,-5.8346,2
382.116,6,-92.7996,2
68.6,5,6.0025,2
435.504,3,48.9942,2
11.168,2,3.7692,2
72.0,4,12.96,2
655.9,5,275.478,1
603.92,4,181.176,1
513.024,2,12.8256,2
487.92,6,136.6176,2
15.24,5,5.334,2
209.97,3,71.3898,2
62.94,3,30.2112,2
25.92,9,7.776,2
10.368,2,3.6288,2
95.736,3,20.3439,2
900.08,4,117.0104,1
201.584,2,20.1584,2
3.392,4,-5.088,2
193.0656,4,-19.8744,2
15.552,3,5.4432,2
11.648,2,4.0768,2
418.8,2,-97.72,2
509.48800000000006,7,-127.37200000000001,2
825.174,9,-117.882,1
17.76,3,5.55,2
6.912000000000001,3,0.8640000000000001,2
66.3,3,8.619,2
30.816,9,9.63,2
44.784,2,4.4784,2
569.536,4,64.0728,1
796.425,7,-525.6405,1
12.832,2,4.3308,2
40.46,7,19.8254,2
404.94,3,109.3338,2
116.0,8,29.0,2
657.552,6,49.3164,1
599.97,3,257.9871,1
38.97,3,0.7794,2
45.84,8,22.0032,2
38.24,4,-9.56,2
87.16799999999999,3,10.895999999999999,2
21.4,5,6.206,2
54.9,5,15.372,2
287.968,4,97.1892,2
13.12,4,3.8048,2
10.75,5,3.5475,2
11.62,2,3.6022,2
40.74,3,0.4074,2
83.25,3,14.985,2
9.45,3,4.5360000000000005,2
20.65,5,9.499,2
45.36,7,21.7728,2
5.352,3,1.6056,2
99.37200000000001,2,-7.098,2
2.6719999999999997,1,0.3674,2
28.671999999999997,8,10.3936,2
29.311999999999998,8,-74.7456,2
105.98,7,4.2392,2
35.06,2,10.517999999999999,2
33.94,1,9.1638,2
30.0,8,14.4,2
45.528,3,15.9348,2
844.1160000000001,6,-36.1764,1
812.7360000000001,8,60.9552,1
7.476,1,-5.9808,2
330.4,2,85.904,2
604.752,6,37.797,1
45.36,7,21.7728,2
10.128,2,3.6714,2
21.791999999999998,4,7.6272,2
439.8,4,145.134,2
8.256,4,0.6192,2
25.56,5,-20.448,2
4.368,2,-3.0576,2
11.52,4,3.7439999999999998,2
12.96,2,6.2208,2
3.96,2,0.0792,2
1577.94,3,757.4112,1
15.008,4,-12.0064,2
59.98,2,26.3912,2
2395.2,6,209.58,1
1687.8,4,742.632,1
7.992000000000001,1,2.6973,2
5.184,1,1.8144,2
11.68,2,5.4896,2
104.8,10,26.2,2
14.495999999999999,3,4.8924,2
4.784,1,1.5548,2
4.73,1,2.3177,2
7.89,1,0.3156,2
65.5,5,32.095,2
2430.08,8,388.8128,1
104.85,1,50.328,2
3.9,2,1.521,2
801.96,2,200.49,1
191.96,2,32.6332,2
2.61,1,1.2006,2
5.96,2,1.6688,2
1169.694,3,-253.4337,1
1665.62,2,33.3124,1
2.88,1,1.4112,2
1443.96,12,375.4296,1
2.92,1,0.365,2
465.18,3,120.9468,2
22.428,3,-17.9424,2
37.52,5,3.752,2
2.6239999999999997,1,0.4264,2
15.552,3,5.4432,2
64.704,6,-4.8528,2
17.472,3,5.0232,2
135.516,1,-31.6204,2
431.92800000000005,9,64.7892,2
12.448,2,3.89,2
657.93,5,-93.99,1
277.4,5,133.15200000000002,2
